"Source","Target","weight"
"Bowen Island Municipality","The Litebook Company",3
"Bowen Island Municipality","British Columbia Water and Waste Association",3
"Bowen Island Municipality","Innovotech Inc.",3
"Bowen Island Municipality","BI Pure Water (Canada) Inc.",3
"Kerr Wood Leidal Associates Ltd.","Joule Microsystems Canada Inc.",3
"Kerr Wood Leidal Associates Ltd.","Ministry of Environment",3
"Kerr Wood Leidal Associates Ltd.","Ontario First Nations Technical Services Corporation",3
"Kerr Wood Leidal Associates Ltd.","Walkerton Clean Water Ctr",3
"Kerr Wood Leidal Associates Ltd.","The Litebook Company",3
"Kerr Wood Leidal Associates Ltd.","British Columbia Water and Waste Association",3
"Kerr Wood Leidal Associates Ltd.","Innovotech Inc.",3
"Kerr Wood Leidal Associates Ltd.","BI Pure Water (Canada) Inc.",3
"Kerr Wood Leidal Associates Ltd.","Opus DaytonKnight Consultants Ltd",2
"Kerr Wood Leidal Associates Ltd.","Stantec Consulting Ltd (US)",2
"Kerr Wood Leidal Associates Ltd.","Sanitherm Inc.",2
"Joule Microsystems Canada Inc.","Ministry of Environment",3
"Joule Microsystems Canada Inc.","Ontario First Nations Technical Services Corporation",3
"Joule Microsystems Canada Inc.","Walkerton Clean Water Ctr",3
"Joule Microsystems Canada Inc.","The Litebook Company",3
"Joule Microsystems Canada Inc.","British Columbia Water and Waste Association",3
"Joule Microsystems Canada Inc.","Innovotech Inc.",3
"Joule Microsystems Canada Inc.","BI Pure Water (Canada) Inc.",3
"Ministry of Environment","Ontario First Nations Technical Services Corporation",3
"Ministry of Environment","Walkerton Clean Water Ctr",3
"Ministry of Environment","The Litebook Company",3
"Ministry of Environment","British Columbia Water and Waste Association",3
"Ministry of Environment","Innovotech Inc.",3
"Ministry of Environment","BI Pure Water (Canada) Inc.",3
"Ontario First Nations Technical Services Corporation","Walkerton Clean Water Ctr",3
"Ontario First Nations Technical Services Corporation","The Litebook Company",3
"Ontario First Nations Technical Services Corporation","British Columbia Water and Waste Association",3
"Ontario First Nations Technical Services Corporation","Innovotech Inc.",3
"Ontario First Nations Technical Services Corporation","BI Pure Water (Canada) Inc.",3
"Walkerton Clean Water Ctr","The Litebook Company",3
"Walkerton Clean Water Ctr","British Columbia Water and Waste Association",3
"Walkerton Clean Water Ctr","Innovotech Inc.",3
"Walkerton Clean Water Ctr","BI Pure Water (Canada) Inc.",3
"Walkerton Clean Water Ctr","RAL Engineering Ltd",1
"Walkerton Clean Water Ctr","MTE Consultants Inc",1
"Walkerton Clean Water Ctr","Regional Municipality of Halton",1
"Walkerton Clean Water Ctr","Conestoga-Rovers and Associates Ltd",1
"Walkerton Clean Water Ctr","City of Brantford",1
"Walkerton Clean Water Ctr","Regional Municipality of Durham",1
"Walkerton Clean Water Ctr","Regional Municipality of Niagara",1
"Walkerton Clean Water Ctr","Lake Huron and Elgin Area Water Supply Systems",1
"Walkerton Clean Water Ctr","City of Hamilton",1
"Walkerton Clean Water Ctr","Associated Engineering Group Ltd.",1
"Walkerton Clean Water Ctr","City of Ottawa",1
"Walkerton Clean Water Ctr","City of Barrie",1
"The Litebook Company","British Columbia Water and Waste Association",3
"The Litebook Company","Innovotech Inc.",3
"The Litebook Company","BI Pure Water (Canada) Inc.",3
"British Columbia Water and Waste Association","Innovotech Inc.",3
"British Columbia Water and Waste Association","BI Pure Water (Canada) Inc.",3
"Innovotech Inc.","BI Pure Water (Canada) Inc.",3
"BI Pure Water (Canada) Inc.","Spectral Innovations Ltd.",2
"BI Pure Water (Canada) Inc.","Enginuity Design Ltd.",2
"Ferme OnÃsime Pouliot Inc","Nature Canneberge Inc.",3
"Ferme OnÃsime Pouliot Inc","Transport Gaston Nadeau inc.",3
"Ferme OnÃsime Pouliot Inc","Canneberges Bieler",3
"Ferme OnÃsime Pouliot Inc","Hortau Inc.",3
"Nature Canneberge Inc.","Transport Gaston Nadeau inc.",3
"Nature Canneberge Inc.","Canneberges Bieler",3
"Nature Canneberge Inc.","Hortau Inc.",3
"Transport Gaston Nadeau inc.","Canneberges Bieler",3
"Transport Gaston Nadeau inc.","Hortau Inc.",3
"Canneberges Bieler","Hortau Inc.",3
"Elcan Optical Technologies","FiberTech Optica Inc.",2
"Total","Hess Corporation",3
"Total","British Gas (Canada) Limited",3
"Total","Petroleum Geo-Services",3
"Total","Petrobras",3
"Total","British Petroleum Oil",3
"eSpace Web Lab Inc.","Centre de recherche informatique de MontrÃ©al",1
"Calgon Carbon Corporation","Peterborough Utilities Services Inc.",2
"Calgon Carbon Corporation","Town of Parry Sound",2
"Calgon Carbon Corporation","Hydromantis Inc.",2
"Calgon Carbon Corporation","Environmental Biodetection Products Inc.",2
"Peterborough Utilities Services Inc.","Town of Parry Sound",2
"Peterborough Utilities Services Inc.","Hydromantis Inc.",2
"Peterborough Utilities Services Inc.","Environmental Biodetection Products Inc.",2
"Peterborough Utilities Services Inc.","Regional Municipality of Durham",2
"Peterborough Utilities Services Inc.","City of Barrie",2
"Peterborough Utilities Services Inc.","Lake Huron and Elgin Area Water Supply Systems",2
"Peterborough Utilities Services Inc.","Regional Municipality of York",3
"Peterborough Utilities Services Inc.","Region of Peel",3
"Town of Parry Sound","Hydromantis Inc.",2
"Town of Parry Sound","Environmental Biodetection Products Inc.",2
"Hydromantis Inc.","Environmental Biodetection Products Inc.",2
"Hydromantis Inc.","Boise Corporate",1
"Hydromantis Inc.","Paton Controls Ltd",1
"Hydromantis Inc.","Bosher Keightley Letham Ltd",1
"Hydromantis Inc.","Team Aquatic Management Inc",1
"Hydromantis Inc.","TVT-Bio",1
"Future Lighting Solutions","Tran Teck Inc.",2
"Boise Corporate","Clyde Bergemann Canada",1
"Boise Corporate","ERCO Worldwide",1
"Boise Corporate","Irving Pulp and Paper Ltd",1
"Clyde Bergemann Canada","ERCO Worldwide",1
"Clyde Bergemann Canada","Irving Pulp and Paper Ltd",1
"ERCO Worldwide","Irving Pulp and Paper Ltd",1
"Bioniche Life Sciences Inc.","Kingfisher International Inc.",2
"Bioniche Life Sciences Inc.","CanCog Technologies Inc.",2
"Bioniche Life Sciences Inc.","Hylife, Ltd.",2
"The Canadian Wheat Board","Canadian International Grains Institute",3
"The Canadian Wheat Board","Canadian Grain Commission",1
"Canadian International Grains Institute","Canadian Grain Commission",1
"Canadian International Grains Institute","Pulse Canada Ltd",3
"Canadian International Grains Institute","Best Cooking Pulses, Inc.",3
"Canadian International Grains Institute","Food Development Centre",3
"Nature Conservancy of Canada","Foothills Model Forest",2
"Nature Conservancy of Canada","Alberta Newsprint Company",2
"Nature Conservancy of Canada","BC Ministry of Forests, Lands and Natural Resource Operations",2
"Nature Conservancy of Canada","Kalesnikoff Lumber Co. Ltd",2
"Nature Conservancy of Canada","Hinton Wood Products",2
"Nature Conservancy of Canada","Department of Natural Resources - NS",1
"Fairborne Energy Ltd.","Compton Petroleum Corporation",2
"Les Entreprises Norleaf Networks Inc","Cistel Technology Inc.",2
"New Brunswick Community College","Accreon Advantage",1
"New Brunswick Community College","Stellar Learning Strategies",1
"New Brunswick Community College","Technology Venture Corporation",1
"TLJ Engineering Consultants","Integrated Management & Realty Ltd",2
"TLJ Engineering Consultants","Cormode & Dickson Construction (1983) Ltd.",2
"TLJ Engineering Consultants","Hydraft Development Services Inc.",2
"Integrated Management & Realty Ltd","Cormode & Dickson Construction (1983) Ltd.",4
"Integrated Management & Realty Ltd","Hydraft Development Services Inc.",2
"Integrated Management & Realty Ltd","Canada Green Building Council Alberta Chapter",2
"Integrated Management & Realty Ltd","Landmark Group of Builders",2
"Integrated Management & Realty Ltd","P. Kruger Concrete Products Ltd.",2
"Integrated Management & Realty Ltd","Urban Development Institute Greater Edmonton Chapter",2
"Integrated Management & Realty Ltd","All Weather Windows",2
"Integrated Management & Realty Ltd","Northern Crane Services Group Ltd.",2
"Integrated Management & Realty Ltd","Wilbert Kranservice GmbH",2
"Integrated Management & Realty Ltd","IGLOO Building Supplies Group",2
"Integrated Management & Realty Ltd","Modular Building Institute",2
"Cormode & Dickson Construction (1983) Ltd.","Hydraft Development Services Inc.",2
"Cormode & Dickson Construction (1983) Ltd.","Canada Green Building Council Alberta Chapter",2
"Cormode & Dickson Construction (1983) Ltd.","Landmark Group of Builders",2
"Cormode & Dickson Construction (1983) Ltd.","P. Kruger Concrete Products Ltd.",2
"Cormode & Dickson Construction (1983) Ltd.","Urban Development Institute Greater Edmonton Chapter",2
"Cormode & Dickson Construction (1983) Ltd.","All Weather Windows",2
"Cormode & Dickson Construction (1983) Ltd.","Northern Crane Services Group Ltd.",2
"Cormode & Dickson Construction (1983) Ltd.","Wilbert Kranservice GmbH",2
"Cormode & Dickson Construction (1983) Ltd.","IGLOO Building Supplies Group",2
"Cormode & Dickson Construction (1983) Ltd.","Modular Building Institute",2
"Aurelium BioPharma Inc","Centre Hospitalier de l'UniversitÃ de MontrÃal - Pavillon Saint-Luc",1
"Regional Municipality of Durham","City of Barrie",3
"Regional Municipality of Durham","Lake Huron and Elgin Area Water Supply Systems",6
"Regional Municipality of Durham","Regional Municipality of York",2
"Regional Municipality of Durham","Region of Peel",2
"Regional Municipality of Durham","PICA USA Inc.",3
"Regional Municipality of Durham","RAL Engineering Ltd",4
"Regional Municipality of Durham","American Water Canada Corp.",3
"Regional Municipality of Durham","Public Utilities Commission of the City Brantford",3
"Regional Municipality of Durham","Conestoga-Rovers and Associates Ltd",4
"Regional Municipality of Durham","Regional Municipality of Niagara",4
"Regional Municipality of Durham","City of Hamilton",4
"Regional Municipality of Durham","Associated Engineering Group Ltd.",4
"Regional Municipality of Durham","City of Ottawa",4
"Regional Municipality of Durham","MTE Consultants Inc",1
"Regional Municipality of Durham","Regional Municipality of Halton",1
"Regional Municipality of Durham","City of Brantford",1
"City of Barrie","Lake Huron and Elgin Area Water Supply Systems",3
"City of Barrie","Regional Municipality of York",2
"City of Barrie","Region of Peel",2
"City of Barrie","RAL Engineering Ltd",1
"City of Barrie","MTE Consultants Inc",1
"City of Barrie","Regional Municipality of Halton",1
"City of Barrie","Conestoga-Rovers and Associates Ltd",1
"City of Barrie","City of Brantford",1
"City of Barrie","Regional Municipality of Niagara",1
"City of Barrie","City of Hamilton",1
"City of Barrie","Associated Engineering Group Ltd.",1
"City of Barrie","City of Ottawa",1
"Lake Huron and Elgin Area Water Supply Systems","Regional Municipality of York",2
"Lake Huron and Elgin Area Water Supply Systems","Region of Peel",2
"Lake Huron and Elgin Area Water Supply Systems","PICA USA Inc.",3
"Lake Huron and Elgin Area Water Supply Systems","RAL Engineering Ltd",4
"Lake Huron and Elgin Area Water Supply Systems","American Water Canada Corp.",3
"Lake Huron and Elgin Area Water Supply Systems","Public Utilities Commission of the City Brantford",3
"Lake Huron and Elgin Area Water Supply Systems","Conestoga-Rovers and Associates Ltd",4
"Lake Huron and Elgin Area Water Supply Systems","Regional Municipality of Niagara",4
"Lake Huron and Elgin Area Water Supply Systems","City of Hamilton",4
"Lake Huron and Elgin Area Water Supply Systems","Associated Engineering Group Ltd.",4
"Lake Huron and Elgin Area Water Supply Systems","City of Ottawa",4
"Lake Huron and Elgin Area Water Supply Systems","MTE Consultants Inc",1
"Lake Huron and Elgin Area Water Supply Systems","Regional Municipality of Halton",1
"Lake Huron and Elgin Area Water Supply Systems","City of Brantford",1
"Regional Municipality of York","Region of Peel",3
"CÃgep de Thetford","CÃgep de Thetford",47
"CÃgep de Thetford","BainUltra inc.",2
"CÃgep de Thetford","Nova Envirocom",2
"CÃgep de Thetford","CRPCQ",2
"CÃgep de Thetford","CDCQ",2
"CÃgep de Thetford","Groupe RCM inc.",2
"CÃgep de Thetford","CoopÃrative de SolidaritÃ d'â¦o-Plateaux",1
"CÃgep de Thetford","Cen. de Tech. MinÃrale et de Plasturgie",4
"CÃgep de Thetford","Dynergen Biodiesel",1
"CÃgep de Thetford","Innoltek Inc.",1
"Dillon Consulting Ltd","Solinst Canada Ltd",2
"Dillon Consulting Ltd","R.J. Burnside & Associates Ltd",2
"Dillon Consulting Ltd","Flexible Liner Underground Technologies, Ltd Co.",2
"Dillon Consulting Ltd","Guelph Tool Inc.",2
"Nova Scotia Environment and Labour","Nova Scotia Federation of Agriculture",2
"Rimon Therapeutics Ltd","iCo Therapeutics Inc",3
"Rimon Therapeutics Ltd","Take Control Cosmedix",3
"Rimon Therapeutics Ltd","Alimera Sciences",3
"Rimon Therapeutics Ltd","Fovea Pharmaceuticals SA",3
"Rimon Therapeutics Ltd","Vista Optics",3
"Rimon Therapeutics Ltd","Custom Contact Lenses",3
"Rimon Therapeutics Ltd","Walsh Medical Devices Inc.",3
"Rimon Therapeutics Ltd","PriaVision",3
"Rimon Therapeutics Ltd","St. Michael's Hospital",3
"Rimon Therapeutics Ltd","Tissue Regeneration Therapeutics, Inc.",1
"Rimon Therapeutics Ltd","Covalon Technologies Ltd.",1
"Rimon Therapeutics Ltd","GlaxoSmithKline",1
"iCo Therapeutics Inc","Take Control Cosmedix",3
"iCo Therapeutics Inc","Alimera Sciences",3
"iCo Therapeutics Inc","Fovea Pharmaceuticals SA",3
"iCo Therapeutics Inc","Vista Optics",3
"iCo Therapeutics Inc","Custom Contact Lenses",3
"iCo Therapeutics Inc","Walsh Medical Devices Inc.",3
"iCo Therapeutics Inc","PriaVision",3
"iCo Therapeutics Inc","St. Michael's Hospital",3
"iCo Therapeutics Inc","GlaxoSmithKline",1
"Take Control Cosmedix","Alimera Sciences",3
"Take Control Cosmedix","Fovea Pharmaceuticals SA",3
"Take Control Cosmedix","Vista Optics",3
"Take Control Cosmedix","Custom Contact Lenses",3
"Take Control Cosmedix","Walsh Medical Devices Inc.",3
"Take Control Cosmedix","PriaVision",3
"Take Control Cosmedix","St. Michael's Hospital",3
"Take Control Cosmedix","GlaxoSmithKline",1
"Alimera Sciences","Fovea Pharmaceuticals SA",3
"Alimera Sciences","Vista Optics",3
"Alimera Sciences","Custom Contact Lenses",3
"Alimera Sciences","Walsh Medical Devices Inc.",3
"Alimera Sciences","PriaVision",3
"Alimera Sciences","St. Michael's Hospital",3
"Alimera Sciences","GlaxoSmithKline",1
"Fovea Pharmaceuticals SA","Vista Optics",3
"Fovea Pharmaceuticals SA","Custom Contact Lenses",3
"Fovea Pharmaceuticals SA","Walsh Medical Devices Inc.",3
"Fovea Pharmaceuticals SA","PriaVision",3
"Fovea Pharmaceuticals SA","St. Michael's Hospital",3
"Fovea Pharmaceuticals SA","GlaxoSmithKline",1
"Vista Optics","Custom Contact Lenses",3
"Vista Optics","Walsh Medical Devices Inc.",3
"Vista Optics","PriaVision",3
"Vista Optics","St. Michael's Hospital",3
"Vista Optics","GlaxoSmithKline",1
"Custom Contact Lenses","Walsh Medical Devices Inc.",3
"Custom Contact Lenses","PriaVision",3
"Custom Contact Lenses","St. Michael's Hospital",3
"Custom Contact Lenses","Kerber Applied Research Inc.",3
"Custom Contact Lenses","GlaxoSmithKline",1
"Walsh Medical Devices Inc.","PriaVision",3
"Walsh Medical Devices Inc.","St. Michael's Hospital",3
"Walsh Medical Devices Inc.","Margaret & Charles Juravinski Cancer Centre",1
"Walsh Medical Devices Inc.","GlaxoSmithKline",1
"PriaVision","St. Michael's Hospital",3
"PriaVision","GlaxoSmithKline",1
"St. Michael's Hospital","Sensory Threshold",4
"St. Michael's Hospital","Infonaut Inc.",4
"St. Michael's Hospital","The Corporation of the Town of Markham",4
"St. Michael's Hospital","Advanced Foods & Materials Network",4
"St. Michael's Hospital","MEMOTEXT Corporation",4
"St. Michael's Hospital","GoodWindWater Enterprises Ltd",3
"St. Michael's Hospital","Centre for Effective Practice",4
"St. Michael's Hospital","gDial Inc.",4
"St. Michael's Hospital","LAMP Community Health Centre",4
"St. Michael's Hospital","Lawson Health Research Institute",4
"St. Michael's Hospital","Princess Margaret Hospital",7
"St. Michael's Hospital","2008750 Ontario Ltd",3
"St. Michael's Hospital","Komodo OpenLab Inc.",3
"St. Michael's Hospital","Mill Pond Cannery and Preserves Company",4
"St. Michael's Hospital","Origin Retirement Communities Inc.",4
"St. Michael's Hospital","Clinical Orthotic Consultants Inc.",4
"St. Michael's Hospital","Ross + Doell Inc.",4
"St. Michael's Hospital","Canadian Diabetes Association",4
"St. Michael's Hospital","Saint Elizabeth Health Care",4
"St. Michael's Hospital","Ocorant Inc.",4
"St. Michael's Hospital","Tenet Computer Group Inc.",4
"St. Michael's Hospital","Pure Fun Confections Inc.",4
"St. Michael's Hospital","Solutions Infection Control Working Group",4
"St. Michael's Hospital","Theralase Technologies Inc.",3
"St. Michael's Hospital","St. Michael's Hospital",3
"St. Michael's Hospital","Econous Systems Inc.",2
"St. Michael's Hospital","GlaxoSmithKline",1
"St. Michael's Hospital","Toronto Community Foundation",2
"St. Michael's Hospital","Kimberley's Own",2
"St. Michael's Hospital","Labtech International Inc.",2
"St. Michael's Hospital","Bordin Racing Inc.",2
"St. Michael's Hospital","VHA Home HealthCare",2
"St. Michael's Hospital","Toronto Rehab",2
"St. Michael's Hospital","BiteBank Websites Inc.",2
"St. Michael's Hospital","Incite Performance Management Inc.",2
"St. Michael's Hospital","Miles Nadal Jewish Community Centre",2
"St. Michael's Hospital","The CarePost Group",2
"St. Michael's Hospital","Health Fit Services",2
"St. Michael's Hospital","Embrace Foods",2
"St. Michael's Hospital","Square Snacks Inc.",2
"St. Michael's Hospital","SensiMAT Systems Inc.",2
"St. Michael's Hospital","DruMeBa Inc.",2
"St. Michael's Hospital","Live Well with Parkinson's Disease Inc.",2
"St. Michael's Hospital","Good Robot",2
"Highbury Biofuel Technologies Inc.","Highbury Energy Incorporated",1
"CollÃge d'Alma","CollÃge d'Alma",10
"CollÃge d'Alma","Conseil quÃbÃcois des plantes fourragÃres",1
"CollÃge d'Alma","Syndicat des producteurs de lait du Saguenay-Lac-Saint-Jean",1
"Hydro Aluminium","Alcoa",1
"Alcoa","Rio Tinto - Iron & Titanium Inc.",1
"Alcoa","Corning Glass Works",1
"Alcoa","Xstrata Process Support",1
"Albian Sands Energy Inc.","Shell Albian Sands",7
"Albian Sands Energy Inc.","EPCOR Inc.",3
"Albian Sands Energy Inc.","Petro-Canada Oil Sands Inc",2
"Albian Sands Energy Inc.","Forest Products Assn of Canada",1
"Shell Albian Sands","EPCOR Inc.",3
"Shell Albian Sands","Petro-Canada Oil Sands Inc",2
"Shell Albian Sands","Forest Products Assn of Canada",1
"Lilydale Inc","Charison's Turkey Hatchery Ltd",1
"CollÃge communautaire du Nouveau-Brunswick-Bathurst","Milco Enterprises Inc.",2
"CollÃge communautaire du Nouveau-Brunswick-Bathurst","Atlantec BioEnergy Corporation",2
"CollÃge communautaire du Nouveau-Brunswick-Bathurst","Regional Development Corporation",2
"CollÃge communautaire du Nouveau-Brunswick-Bathurst","Novozymes North America Inc.",2
"CollÃge communautaire du Nouveau-Brunswick-Bathurst","Ethanol Technology",2
"CollÃge communautaire du Nouveau-Brunswick-Bathurst","Diversified Metal Engineering Ltd",2
"CollÃge communautaire du Nouveau-Brunswick-Bathurst","New Brunswick Department of Energy",2
"CollÃge communautaire du Nouveau-Brunswick-Bathurst","CollÃge communautaire du Nouveau-Brunswick-Bathurst",6
"Cooke Aquaculture Inc.","Research and Productivity Council",5
"Cooke Aquaculture Inc.","Marine Harvest Canada Ltd",3
"Cooke Aquaculture Inc.","Grieg Seafood BC Ltd.",2
"Cooke Aquaculture Inc.","Kyuquot SEAfood Ltd.",3
"OPTIS Canada","Doric Lenses Inc",6
"OPTIS Canada","BMV Optical Technologies",6
"OPTIS Canada","XEOS Imaging Inc",6
"OPTIS Canada","Gentec Electro-Optics inc.",2
"OPTIS Canada","Revision Eyewear Inc",6
"OPTIS Canada","Dellux Technologies Inc",6
"Doric Lenses Inc","BMV Optical Technologies",6
"Doric Lenses Inc","XEOS Imaging Inc",6
"Doric Lenses Inc","Gentec Electro-Optics inc.",2
"Doric Lenses Inc","Revision Eyewear Inc",6
"Doric Lenses Inc","Dellux Technologies Inc",6
"BMV Optical Technologies","XEOS Imaging Inc",6
"BMV Optical Technologies","Gentec Electro-Optics inc.",2
"BMV Optical Technologies","Revision Eyewear Inc",6
"BMV Optical Technologies","Dellux Technologies Inc",6
"XEOS Imaging Inc","Gentec Electro-Optics inc.",2
"XEOS Imaging Inc","Revision Eyewear Inc",6
"XEOS Imaging Inc","Dellux Technologies Inc",6
"Gentec Electro-Optics inc.","Revision Eyewear Inc",2
"Gentec Electro-Optics inc.","Dellux Technologies Inc",2
"Gentec Electro-Optics inc.","Sciencetech Inc.",1
"Revision Eyewear Inc","Dellux Technologies Inc",6
"CarrÃ Technologies Inc.","CÃ©gep Marie-Victorin",1
"Vicon Motion Systems Inc","International Cinematographers Guild",4
"Vicon Motion Systems Inc","Filmport Development Inc",3
"Vicon Motion Systems Inc","C.O.R.E. Digital Pictures Inc",3
"Vicon Motion Systems Inc","Panavision Canada Corp",3
"Vicon Motion Systems Inc","FilmOntario",4
"Vicon Motion Systems Inc","Directors Guild of Canada - Ontario",3
"Vicon Motion Systems Inc","Side Effects Software",4
"Vicon Motion Systems Inc","HalTech",1
"Vicon Motion Systems Inc","Pinewood Toronto Studios",1
"Vicon Motion Systems Inc","Sony of Canada",1
"Vicon Motion Systems Inc","Dynamix Professional Video Systems Inc",1
"Vicon Motion Systems Inc","Laffoux Solutions",1
"Vicon Motion Systems Inc","Christie Digital Systems Canada Inc.",1
"Vicon Motion Systems Inc","Women in Film & Television - Toronto",1
"Vicon Motion Systems Inc","3D Camera Company",1
"Vicon Motion Systems Inc","DJ Woods Productions Inc",1
"Vicon Motion Systems Inc","GRAND NCE",1
"Vicon Motion Systems Inc","Deluxe Entertainment",1
"International Cinematographers Guild","Filmport Development Inc",3
"International Cinematographers Guild","C.O.R.E. Digital Pictures Inc",3
"International Cinematographers Guild","Panavision Canada Corp",3
"International Cinematographers Guild","FilmOntario",4
"International Cinematographers Guild","Directors Guild of Canada - Ontario",3
"International Cinematographers Guild","Side Effects Software",4
"International Cinematographers Guild","HalTech",1
"International Cinematographers Guild","Pinewood Toronto Studios",1
"International Cinematographers Guild","Sony of Canada",1
"International Cinematographers Guild","Dynamix Professional Video Systems Inc",1
"International Cinematographers Guild","Laffoux Solutions",1
"International Cinematographers Guild","Christie Digital Systems Canada Inc.",1
"International Cinematographers Guild","Women in Film & Television - Toronto",1
"International Cinematographers Guild","3D Camera Company",1
"International Cinematographers Guild","DJ Woods Productions Inc",1
"International Cinematographers Guild","GRAND NCE",1
"International Cinematographers Guild","Deluxe Entertainment",1
"Filmport Development Inc","C.O.R.E. Digital Pictures Inc",3
"Filmport Development Inc","Panavision Canada Corp",3
"Filmport Development Inc","FilmOntario",3
"Filmport Development Inc","Directors Guild of Canada - Ontario",3
"Filmport Development Inc","Side Effects Software",3
"C.O.R.E. Digital Pictures Inc","Panavision Canada Corp",3
"C.O.R.E. Digital Pictures Inc","FilmOntario",3
"C.O.R.E. Digital Pictures Inc","Directors Guild of Canada - Ontario",3
"C.O.R.E. Digital Pictures Inc","Side Effects Software",3
"Panavision Canada Corp","FilmOntario",3
"Panavision Canada Corp","Directors Guild of Canada - Ontario",3
"Panavision Canada Corp","Side Effects Software",3
"FilmOntario","Directors Guild of Canada - Ontario",3
"FilmOntario","Side Effects Software",4
"FilmOntario","HalTech",1
"FilmOntario","Pinewood Toronto Studios",1
"FilmOntario","Sony of Canada",1
"FilmOntario","Dynamix Professional Video Systems Inc",1
"FilmOntario","Laffoux Solutions",1
"FilmOntario","Christie Digital Systems Canada Inc.",1
"FilmOntario","Women in Film & Television - Toronto",1
"FilmOntario","3D Camera Company",1
"FilmOntario","DJ Woods Productions Inc",1
"FilmOntario","GRAND NCE",1
"FilmOntario","Deluxe Entertainment",1
"Directors Guild of Canada - Ontario","Side Effects Software",3
"Side Effects Software","HalTech",1
"Side Effects Software","Pinewood Toronto Studios",1
"Side Effects Software","Sony of Canada",1
"Side Effects Software","Dynamix Professional Video Systems Inc",1
"Side Effects Software","Laffoux Solutions",1
"Side Effects Software","Christie Digital Systems Canada Inc.",1
"Side Effects Software","Women in Film & Television - Toronto",1
"Side Effects Software","3D Camera Company",1
"Side Effects Software","DJ Woods Productions Inc",1
"Side Effects Software","GRAND NCE",1
"Side Effects Software","Deluxe Entertainment",1
"Side Effects Software","TinyEYE Technologies",1
"Side Effects Software","Terris-Hill Productions Ltd.",1
"Side Effects Software","Alcatel Canada",1
"Durham College","Bluestreak Equipment Inc.",1
"Durham College","ABD Solar Power Pool Tools",1
"Montreal Heart Institute","Montreal Heart Institute",3
"TISEC Inc.","Canadian Air Transport Security Authority",1
"TISEC Inc.","LxSix Photonics",1
"Opus DaytonKnight Consultants Ltd","Northwest Hydraulic Consultants",1
"Opus DaytonKnight Consultants Ltd","Greater Vancouver Regional District",1
"Opus DaytonKnight Consultants Ltd","Ostara Nutrient Recovery Technologies Inc.",1
"Opus DaytonKnight Consultants Ltd","UBC Dairy Education and Research Centre",1
"Opus DaytonKnight Consultants Ltd","Stantec Consulting Ltd (US)",2
"Opus DaytonKnight Consultants Ltd","Sanitherm Inc.",2
"Schaeffers & Associates Consulting Engineers","Morrison Hershfield Limited",1
"Schaeffers & Associates Consulting Engineers","RAND Worldwide",1
"Schaeffers & Associates Consulting Engineers","Invar Building Corporation",1
"Schaeffers & Associates Consulting Engineers","Brown & Co. Engineering Ltd.",1
"Morrison Hershfield Limited","RAND Worldwide",1
"Morrison Hershfield Limited","Invar Building Corporation",1
"Morrison Hershfield Limited","Brown & Co. Engineering Ltd.",1
"RAND Worldwide","Invar Building Corporation",1
"RAND Worldwide","Brown & Co. Engineering Ltd.",1
"Invar Building Corporation","Brown & Co. Engineering Ltd.",1
"Independent Electricity System Operator","New Brunswick Power",3
"Independent Electricity System Operator","Schneider Electric Canada",3
"Independent Electricity System Operator","Endurance Windpower Inc.",3
"Independent Electricity System Operator","Ontario Power Authority",3
"Independent Electricity System Operator","Nebula Manufacturing Inc.",3
"New Brunswick Power","Schneider Electric Canada",3
"New Brunswick Power","Endurance Windpower Inc.",3
"New Brunswick Power","Ontario Power Authority",3
"New Brunswick Power","Nebula Manufacturing Inc.",3
"Schneider Electric Canada","Endurance Windpower Inc.",3
"Schneider Electric Canada","Ontario Power Authority",3
"Schneider Electric Canada","Nebula Manufacturing Inc.",3
"Endurance Windpower Inc.","Ontario Power Authority",3
"Endurance Windpower Inc.","Nebula Manufacturing Inc.",3
"Ontario Power Authority","Nebula Manufacturing Inc.",3
"AXSUB Inc.","TELUS QuÃbec Inc.",2
"AXSUB Inc.","Carrefour des Sciences et Technologies de l'Est du QuÃbec",2
"AXSUB Inc.","Forest Product Processing Research and Expertise Services",2
"AXSUB Inc.","Centre Tech des RÃsidus Industriels",2
"AXSUB Inc.","Corporation de Soutien au DÃveloppement Technologique des PME",2
"AXSUB Inc.","Technopole maritime du QuÃbec",2
"Gallant Interior Plants","Nedlaw Living Walls",1
"Emergia Aerospace","Automated Dynamics",2
"Abbott Point of Care","UHN Microarray Center",3
"Cameco Endowment Trust Fund","Shore Gold Inc.",2
"Cameco Endowment Trust Fund","Alberta Irrigation Projects Association",2
"Milco Enterprises Inc.","Atlantec BioEnergy Corporation",3
"Milco Enterprises Inc.","Regional Development Corporation",3
"Milco Enterprises Inc.","Novozymes North America Inc.",3
"Milco Enterprises Inc.","Ethanol Technology",3
"Milco Enterprises Inc.","Diversified Metal Engineering Ltd",3
"Milco Enterprises Inc.","New Brunswick Department of Energy",3
"Milco Enterprises Inc.","CollÃ¨ge communautaire du Nouveau-Brunswick-Bathurst",1
"Milco Enterprises Inc.","Covered Bridge Potato Chip Company",1
"Atlantec BioEnergy Corporation","Regional Development Corporation",3
"Atlantec BioEnergy Corporation","Novozymes North America Inc.",3
"Atlantec BioEnergy Corporation","Ethanol Technology",3
