2022-05-05 04:18:02 [scrapy.utils.log] INFO: Scrapy 2.6.1 started (bot: scrapybot)
2022-05-05 04:18:02 [scrapy.utils.log] INFO: Versions: lxml 4.6.4.0, libxml2 2.9.10, cssselect 1.1.0, parsel 1.6.0, w3lib 1.22.0, Twisted 22.2.0, Python 3.9.10 (main, Jan 15 2022, 11:48:04) - [Clang 13.0.0 (clang-1300.0.29.3)], pyOpenSSL 21.0.0 (OpenSSL 1.1.1l  24 Aug 2021), cryptography 36.0.0, Platform macOS-12.3.1-x86_64-i386-64bit
2022-05-05 04:18:05 [scrapy.crawler] INFO: Overridden settings:
{'DOWNLOAD_DELAY': '0.05',
 'LOG_FILE': 'log_2022-05-05.txt',
 'USER_AGENT': 'Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:67.0) '
               'Gecko/20100101 Firefox/67.0'}
2022-05-05 04:18:05 [scrapy.utils.log] DEBUG: Using reactor: twisted.internet.selectreactor.SelectReactor
2022-05-05 04:18:05 [scrapy.extensions.telnet] INFO: Telnet Password: 3e61047fe50e31ae
2022-05-05 04:18:05 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2022-05-05 04:18:05 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2022-05-05 04:18:05 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2022-05-05 04:18:05 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2022-05-05 04:18:05 [scrapy.core.engine] INFO: Spider opened
2022-05-05 04:18:05 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2022-05-05 04:18:05 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2022-05-05 04:18:07 [filelock] DEBUG: Attempting to acquire lock 4390513584 on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/publicsuffix.org-tlds/de84b5ca2167d4c83e38fb162f2e8738.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Lock 4390513584 acquired on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/publicsuffix.org-tlds/de84b5ca2167d4c83e38fb162f2e8738.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Attempting to acquire lock 4390563744 on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/urls/62bf135d1c2f3d4db4228b9ecaf507a2.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Lock 4390563744 acquired on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/urls/62bf135d1c2f3d4db4228b9ecaf507a2.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Attempting to release lock 4390563744 on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/urls/62bf135d1c2f3d4db4228b9ecaf507a2.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Lock 4390563744 released on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/urls/62bf135d1c2f3d4db4228b9ecaf507a2.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Attempting to release lock 4390513584 on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/publicsuffix.org-tlds/de84b5ca2167d4c83e38fb162f2e8738.tldextract.json.lock
2022-05-05 04:18:07 [filelock] DEBUG: Lock 4390513584 released on /Users/okara/.cache/python-tldextract/3.9.10.final__3.9__e3e054__tldextract-3.1.2/publicsuffix.org-tlds/de84b5ca2167d4c83e38fb162f2e8738.tldextract.json.lock
2022-05-05 04:18:20 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5132> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:20 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5131> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:20 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5130> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:20 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5129> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:21 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5128> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:21 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5127> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:21 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5125> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:21 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5126> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:21 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5124> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:22 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5123> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:22 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5121> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:22 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5120> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:22 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5122> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:22 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5118> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:22 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5119> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5116> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5117> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5115> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5114> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5113> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:23 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5112> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5111> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5109> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5110> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:24 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5106> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5108> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5107> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5104> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5105> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:25 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5103> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:26 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5102> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:26 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5101> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:26 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5099> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:26 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5100> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:26 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5098> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:26 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5096> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:26 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5097> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:27 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5095> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:27 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5094> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:27 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5091> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:27 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5093> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:27 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5092> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:28 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5090> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:28 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5088> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:28 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5089> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:28 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5087> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5086> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5084> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5083> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5085> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5082> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:30 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5081> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:30 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5080> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:30 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5079> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:30 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5078> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:30 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5077> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:30 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5076> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:30 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5074> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:30 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5075> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:31 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5073> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:31 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5072> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:31 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5071> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:31 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5069> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:31 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5070> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:31 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5068> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:32 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5066> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:32 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5067> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:32 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5065> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:32 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5064> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:33 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5063> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:33 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5061> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:33 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5062> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:33 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5059> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:34 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5060> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:34 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5058> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:34 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5057> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:34 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5056> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:34 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5054> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:34 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5055> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:34 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5053> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:35 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5052> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:35 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5051> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:35 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5050> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:35 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5049> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
2022-05-05 04:18:35 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=5048> (referer: https://www.winemag.com/?s=&drink_type=wine&country=US&state=California&region=Central%20Coast&page=1)
